order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3066432,115549,prior,6,0,1,3.0
798832,115549,prior,7,0,11,21.0
3413326,115549,prior,8,1,12,8.0
3029322,115549,prior,9,3,11,9.0
3311171,115549,prior,10,0,14,4.0
15649,115549,prior,11,0,15,0.0
2551504,115549,prior,12,5,14,5.0
159310,115549,prior,13,6,11,8.0
1409279,115549,prior,14,1,9,9.0
51834,115549,prior,15,4,8,10.0
2641555,115549,prior,16,4,8,7.0
1167016,115549,prior,17,5,7,8.0
156600,115549,prior,18,3,17,12.0
149567,115549,prior,19,0,13,4.0
1831822,115549,prior,20,4,21,4.0
2065430,115549,prior,21,1,15,4.0
1703174,115549,prior,22,2,17,1.0
437337,115549,prior,23,5,18,17.0
1664926,115549,prior,24,1,16,3.0
2430348,115549,prior,25,5,19,11.0
2462966,115549,prior,26,0,11,2.0
2016040,115549,prior,27,0,11,7.0
870297,115549,prior,28,5,16,5.0
2584993,115549,prior,29,3,16,5.0
122364,115549,prior,30,6,14,3.0
1525367,115549,prior,31,6,19,0.0
557513,115549,prior,32,1,18,9.0
1364589,115549,prior,33,1,16,7.0
3124615,115549,prior,34,6,11,12.0
2862618,115549,prior,35,1,21,2.0
1497355,115549,prior,36,5,11,4.0
744250,115549,prior,37,1,16,3.0
1873327,115549,prior,38,4,17,3.0
3035926,115549,prior,39,1,14,4.0
44885,115549,train,40,0,13,6.0
176109,115556,prior,1,1,10,
3217935,115556,prior,2,3,15,30.0
717439,115556,prior,3,3,15,14.0
49944,115556,prior,4,0,9,30.0
375791,115556,prior,5,3,9,24.0
3152770,115556,prior,6,3,10,14.0
2591592,115556,prior,7,0,13,11.0
52797,115556,prior,8,5,11,5.0
1061112,115556,prior,9,2,12,30.0
1503204,115556,train,10,3,9,15.0
2956139,115598,prior,1,6,14,
1842991,115598,prior,2,1,8,2.0
2028011,115598,prior,3,3,13,2.0
1832296,115598,prior,4,6,9,3.0
3152492,115598,prior,5,2,13,3.0
2007524,115598,prior,6,4,21,2.0
2481610,115598,prior,7,0,20,3.0
3150499,115598,prior,8,3,11,3.0
1195252,115598,prior,9,6,13,3.0
2909824,115598,prior,10,2,9,3.0
2319194,115598,prior,11,1,15,6.0
2213500,115598,prior,12,0,9,6.0
2496383,115598,prior,13,2,21,2.0
1402179,115598,prior,14,6,16,4.0
744297,115598,prior,15,4,8,5.0
683459,115598,prior,16,0,9,10.0
266414,115598,prior,17,1,13,1.0
3265134,115598,prior,18,0,19,6.0
341812,115598,prior,19,4,7,4.0
2187864,115598,prior,20,2,7,5.0
2133804,115598,prior,21,1,17,6.0
2700513,115598,prior,22,5,22,4.0
2765670,115598,prior,23,1,8,3.0
379622,115598,prior,24,2,21,1.0
1181793,115598,prior,25,0,8,5.0
2227257,115598,prior,26,4,19,4.0
2116276,115598,prior,27,5,21,1.0
2305066,115598,prior,28,4,10,6.0
57988,115598,prior,29,6,12,2.0
821530,115598,prior,30,1,11,2.0
677318,115598,prior,31,5,12,4.0
1451149,115598,prior,32,2,12,4.0
2159919,115598,prior,33,5,14,3.0
1458997,115598,prior,34,1,10,3.0
3047417,115598,prior,35,5,8,4.0
804604,115598,prior,36,5,15,7.0
670722,115598,prior,37,6,18,1.0
1126025,115598,prior,38,3,13,4.0
173195,115598,prior,39,3,12,7.0
3269708,115598,prior,40,5,15,2.0
452068,115598,prior,41,3,8,5.0
1664588,115598,prior,42,5,7,2.0
3123101,115598,prior,43,0,16,16.0
1378445,115598,prior,44,6,12,6.0
2052937,115598,prior,45,2,12,3.0
3008796,115598,prior,46,6,12,4.0
1728565,115598,prior,47,2,13,3.0
3321948,115598,prior,48,0,10,5.0
2798572,115598,prior,49,3,13,3.0
2758135,115598,prior,50,2,11,6.0
2122286,115598,prior,51,5,21,3.0
2791721,115598,prior,52,4,9,6.0
2809539,115598,prior,53,3,18,6.0
1414268,115598,prior,54,0,13,4.0
1204722,115598,prior,55,2,11,2.0
2396557,115598,prior,56,6,9,4.0
2049848,115598,prior,57,1,16,2.0
2722483,115598,prior,58,4,13,3.0
2432302,115598,prior,59,6,10,2.0
749303,115598,prior,60,0,16,1.0
1409937,115598,prior,61,3,11,3.0
3315788,115598,prior,62,3,19,0.0
1081823,115598,prior,63,6,13,3.0
3268932,115598,prior,64,3,6,4.0
1631555,115598,prior,65,5,16,2.0
73145,115598,prior,66,2,10,4.0
2170048,115598,prior,67,0,22,12.0
1675363,115598,prior,68,5,14,5.0
2022897,115598,prior,69,2,19,4.0
1475937,115598,prior,70,5,12,3.0
474512,115598,prior,71,2,18,4.0
417263,115598,prior,72,4,11,9.0
1947716,115598,prior,73,6,18,2.0
2873558,115598,prior,74,6,19,0.0
1857806,115598,prior,75,3,13,4.0
3110568,115598,prior,76,6,13,3.0
737868,115598,prior,77,2,10,3.0
2071579,115598,prior,78,5,11,3.0
2921336,115598,prior,79,6,15,1.0
1629454,115598,prior,80,2,10,3.0
2178747,115598,prior,81,4,16,2.0
2857756,115598,prior,82,5,17,1.0
2833489,115598,prior,83,2,14,4.0
432808,115598,prior,84,2,16,0.0
2881743,115598,prior,85,6,14,11.0
1609327,115598,prior,86,6,7,7.0
2869520,115598,prior,87,1,14,2.0
2586926,115598,prior,88,5,11,4.0
664219,115598,prior,89,1,18,3.0
1870935,115598,prior,90,5,9,4.0
2206653,115598,prior,91,1,10,3.0
2816337,115598,prior,92,4,18,3.0
1344719,115598,prior,93,0,18,3.0
1094677,115598,prior,94,1,12,8.0
2982868,115598,train,95,5,11,4.0
2039226,115601,prior,1,0,15,
940779,115601,prior,2,6,16,30.0
2755181,115601,prior,3,6,16,30.0
851976,115601,train,4,6,22,30.0
2129022,115715,prior,1,0,16,
803873,115715,prior,2,6,15,6.0
109445,115715,prior,3,6,13,30.0
1639562,115715,prior,4,3,11,30.0
713399,115715,prior,5,0,15,11.0
2514013,115715,prior,6,6,11,27.0
28114,115715,prior,7,0,10,15.0
1122670,115715,prior,8,1,16,30.0
2296809,115715,prior,9,3,15,30.0
1447450,115715,prior,10,0,13,4.0
2055050,115715,prior,11,6,12,6.0
2277512,115715,prior,12,0,10,1.0
2745202,115715,prior,13,0,12,7.0
1156064,115715,prior,14,6,14,6.0
2002313,115715,prior,15,6,14,7.0
873839,115715,prior,16,0,16,8.0
3015278,115715,train,17,5,22,12.0
456144,115727,prior,1,5,11,
2597191,115727,prior,2,4,16,6.0
1910431,115727,prior,3,0,9,10.0
2521552,115727,prior,4,2,21,9.0
3357517,115727,prior,5,4,3,9.0
3117356,115727,prior,6,6,12,2.0
1101927,115727,prior,7,0,15,8.0
2009592,115727,prior,8,4,10,4.0
459357,115727,prior,9,5,8,8.0
498051,115727,prior,10,5,17,7.0
951369,115727,prior,11,2,18,4.0
3151336,115727,prior,12,5,2,3.0
1891959,115727,prior,13,4,16,6.0
2746554,115727,prior,14,1,17,11.0
1388998,115727,prior,15,3,14,2.0
3306526,115727,prior,16,6,15,3.0
1897080,115727,prior,17,0,22,1.0
1779060,115727,prior,18,3,17,3.0
3287443,115727,prior,19,3,5,7.0
3378846,115727,prior,20,6,5,3.0
1905844,115727,prior,21,5,16,6.0
2056462,115727,prior,22,4,17,6.0
1618597,115727,prior,23,1,16,11.0
3163288,115727,prior,24,5,15,4.0
1999175,115727,prior,25,6,1,1.0
2516482,115727,prior,26,1,12,9.0
1358459,115727,prior,27,1,16,14.0
954637,115727,prior,28,4,16,3.0
3091652,115727,prior,29,2,17,19.0
1542457,115727,prior,30,4,15,2.0
1632656,115727,prior,31,5,9,15.0
1587276,115727,prior,32,2,16,4.0
1512918,115727,prior,33,2,8,14.0
2423289,115727,prior,34,4,23,9.0
625996,115727,prior,35,3,17,6.0
1241705,115727,prior,36,2,12,13.0
2854260,115727,prior,37,5,17,3.0
3348063,115727,prior,38,1,6,3.0
893556,115727,prior,39,4,17,17.0
2067692,115727,prior,40,5,10,1.0
617145,115727,prior,41,2,14,18.0
1519464,115727,prior,42,0,16,5.0
1452961,115727,prior,43,4,15,4.0
3119635,115727,prior,44,2,15,5.0
1029596,115727,prior,45,4,12,2.0
3127435,115727,prior,46,2,5,5.0
2967107,115727,prior,47,2,9,21.0
2904366,115727,prior,48,3,18,8.0
2218186,115727,prior,49,1,11,5.0
1946454,115727,prior,50,1,15,0.0
2948234,115727,prior,51,5,16,11.0
3250914,115727,train,52,6,16,8.0
2444216,115836,prior,1,6,16,
2986887,115836,prior,2,5,18,6.0
435710,115836,prior,3,5,17,7.0
1374327,115836,prior,4,6,21,8.0
100624,115836,prior,5,6,22,7.0
2521435,115836,prior,6,6,19,7.0
1717567,115836,prior,7,6,20,7.0
2274109,115836,train,8,6,21,28.0
2968678,115841,prior,1,0,23,
3230920,115841,prior,2,1,13,1.0
1441051,115841,prior,3,4,14,10.0
1003921,115841,prior,4,0,9,17.0
2586087,115841,prior,5,6,17,30.0
3303079,115841,prior,6,3,12,18.0
1161751,115841,prior,7,6,10,30.0
2519917,115841,prior,8,6,19,7.0
1434769,115841,prior,9,5,9,27.0
2959603,115841,prior,10,3,13,30.0
1139851,115841,prior,11,2,12,20.0
1890376,115841,train,12,6,11,30.0
1958622,115882,prior,1,0,17,
479449,115882,prior,2,1,15,15.0
672082,115882,prior,3,4,20,30.0
564787,115882,prior,4,1,20,18.0
2894108,115882,prior,5,6,19,12.0
3051469,115882,prior,6,6,10,21.0
2874009,115882,prior,7,2,16,17.0
250991,115882,prior,8,6,18,18.0
3372945,115882,prior,9,5,20,30.0
837981,115882,prior,10,2,11,18.0
2991981,115882,prior,11,5,11,30.0
2597628,115882,prior,12,0,16,30.0
2961560,115882,prior,13,1,19,15.0
365101,115882,train,14,2,12,8.0
2642224,115955,prior,1,1,8,
2591955,115955,prior,2,0,8,6.0
2136168,115955,prior,3,0,9,7.0
747866,115955,prior,4,4,12,11.0
1366529,115955,prior,5,0,8,10.0
394106,115955,prior,6,0,8,7.0
1666556,115955,prior,7,0,8,21.0
2092192,115955,prior,8,6,18,13.0
634835,115955,prior,9,0,11,8.0
2749091,115955,train,10,0,12,7.0
838891,116003,prior,1,5,16,
2101782,116003,prior,2,5,14,30.0
228688,116003,prior,3,4,19,20.0
1303932,116003,prior,4,5,18,8.0
70874,116003,train,5,5,1,14.0
1105434,116018,prior,1,1,14,
633583,116018,prior,2,0,9,20.0
350407,116018,prior,3,6,16,30.0
1393858,116018,prior,4,0,10,15.0
3221543,116018,prior,5,6,14,30.0
3346246,116018,prior,6,5,11,13.0
1191200,116018,prior,7,0,13,16.0
411336,116018,prior,8,6,9,30.0
1432557,116018,prior,9,2,14,24.0
250033,116018,prior,10,2,9,14.0
3100215,116018,prior,11,6,9,18.0
387806,116018,prior,12,6,7,7.0
579262,116018,prior,13,4,15,12.0
996557,116018,prior,14,1,9,11.0
1689670,116018,prior,15,0,13,20.0
2255117,116018,prior,16,5,15,26.0
77678,116018,train,17,2,19,4.0
278008,116022,prior,1,2,23,
3217573,116022,prior,2,4,11,9.0
3113333,116022,prior,3,3,13,13.0
418591,116022,prior,4,6,13,10.0
1917881,116022,prior,5,1,12,9.0
851500,116022,prior,6,3,10,9.0
2421292,116022,prior,7,4,13,15.0
1573270,116022,prior,8,6,10,9.0
2729827,116022,prior,9,5,9,13.0
2723670,116022,prior,10,3,23,5.0
474874,116022,prior,11,2,23,13.0
1265449,116022,prior,12,1,10,6.0
232102,116022,prior,13,5,12,11.0
952826,116022,prior,14,0,17,9.0
2144330,116022,prior,15,3,12,10.0
1671677,116022,prior,16,2,14,6.0
3101979,116022,prior,17,6,12,4.0
3095109,116022,prior,18,0,21,8.0
748,116022,prior,19,0,23,7.0
597677,116022,prior,20,3,22,10.0
2998585,116022,prior,21,3,10,7.0
1639457,116022,prior,22,0,23,11.0
678913,116022,prior,23,5,21,12.0
1791200,116022,prior,24,4,17,13.0
418973,116022,prior,25,2,13,12.0
806205,116022,prior,26,6,18,11.0
229537,116022,prior,27,1,12,2.0
500824,116022,prior,28,1,19,7.0
1198971,116022,prior,29,4,0,10.0
2073142,116022,prior,30,4,10,7.0
675370,116022,prior,31,6,11,30.0
1627677,116022,prior,32,6,11,0.0
3316840,116022,prior,33,1,13,30.0
290091,116022,train,34,6,13,5.0
2363243,116051,prior,1,4,13,
33566,116051,prior,2,6,18,2.0
40821,116051,prior,3,1,14,2.0
2201893,116051,prior,4,1,13,7.0
1798044,116051,prior,5,3,19,2.0
623080,116051,prior,6,6,16,3.0
2089657,116051,prior,7,0,12,1.0
2124406,116051,prior,8,1,18,1.0
1778767,116051,prior,9,2,16,1.0
2284041,116051,prior,10,2,15,7.0
2343738,116051,prior,11,2,7,14.0
2326695,116051,prior,12,3,10,1.0
862495,116051,prior,13,6,7,3.0
614744,116051,prior,14,0,16,8.0
290224,116051,prior,15,2,16,2.0
952758,116051,prior,16,4,15,2.0
1991576,116051,prior,17,5,13,1.0
1066612,116051,prior,18,1,9,3.0
2570913,116051,prior,19,4,20,3.0
1821117,116051,prior,20,6,16,2.0
2207089,116051,prior,21,3,15,4.0
1025777,116051,prior,22,6,13,3.0
1045075,116051,prior,23,1,15,2.0
851482,116051,prior,24,3,16,2.0
3055119,116051,prior,25,1,16,5.0
3366436,116051,prior,26,4,16,3.0
2868048,116051,prior,27,5,17,1.0
599669,116051,prior,28,1,15,3.0
1465839,116051,prior,29,3,18,2.0
3057759,116051,prior,30,0,17,4.0
1653692,116051,prior,31,1,15,1.0
1027835,116051,prior,32,6,12,5.0
2973424,116051,prior,33,2,17,3.0
2087265,116051,prior,34,4,13,2.0
2552611,116051,prior,35,3,7,6.0
24349,116051,prior,36,5,17,2.0
2632206,116051,prior,37,0,14,2.0
2780352,116051,prior,38,2,16,9.0
2385990,116051,prior,39,5,11,3.0
2031433,116051,prior,40,0,17,2.0
483017,116051,prior,41,1,17,1.0
2040555,116051,prior,42,5,16,4.0
2927978,116051,prior,43,1,15,10.0
1107257,116051,prior,44,3,16,2.0
3313264,116051,prior,45,5,16,2.0
2403632,116051,prior,46,0,16,2.0
2508494,116051,prior,47,1,16,1.0
952962,116051,prior,48,3,15,2.0
632039,116051,prior,49,3,16,7.0
1755255,116051,prior,50,1,14,5.0
728168,116051,prior,51,3,15,2.0
2226976,116051,prior,52,1,12,5.0
1585106,116051,prior,53,3,11,2.0
2564513,116051,prior,54,5,13,2.0
541898,116051,prior,55,1,10,3.0
1082887,116051,prior,56,1,14,7.0
743901,116051,prior,57,5,16,4.0
1607936,116051,prior,58,1,14,3.0
1102732,116051,prior,59,0,15,6.0
3412508,116051,prior,60,1,8,1.0
1596436,116051,prior,61,3,16,2.0
2406947,116051,prior,62,1,12,5.0
3004654,116051,prior,63,2,7,1.0
2468474,116051,prior,64,5,10,3.0
105200,116051,prior,65,4,12,6.0
3268971,116051,prior,66,1,7,4.0
3153652,116051,prior,67,2,17,1.0
2098558,116051,prior,68,5,13,3.0
2968987,116051,prior,69,0,9,2.0
741625,116051,prior,70,1,14,8.0
1331642,116051,prior,71,4,16,3.0
339900,116051,prior,72,5,10,1.0
343996,116051,prior,73,2,13,4.0
1376249,116051,prior,74,4,16,2.0
3268963,116051,prior,75,0,17,10.0
3275201,116051,prior,76,0,8,7.0
1111347,116051,prior,77,1,22,1.0
1982535,116051,prior,78,3,11,2.0
469540,116051,prior,79,3,15,0.0
513811,116051,prior,80,1,12,5.0
1615465,116051,prior,81,2,15,1.0
1997848,116051,prior,82,1,14,6.0
2195900,116051,prior,83,3,15,2.0
959218,116051,prior,84,5,12,2.0
2489056,116051,prior,85,3,10,5.0
2791583,116051,prior,86,4,14,1.0
2719683,116051,prior,87,6,17,2.0
2348158,116051,prior,88,3,12,4.0
1817099,116051,prior,89,4,14,1.0
467713,116051,prior,90,6,14,2.0
3154963,116051,prior,91,1,14,2.0
1820291,116051,prior,92,2,14,1.0
1530248,116051,prior,93,0,9,5.0
2887331,116051,prior,94,1,12,1.0
3051057,116051,prior,95,2,17,1.0
2338579,116051,prior,96,2,16,7.0
2956091,116051,prior,97,3,12,1.0
69036,116051,prior,98,5,13,2.0
2357384,116051,prior,99,0,18,2.0
694307,116051,train,100,1,15,1.0
22157,116212,prior,1,5,12,
1225762,116212,prior,2,4,20,6.0
3096221,116212,prior,3,3,18,20.0
1379992,116212,prior,4,0,19,4.0
1844148,116212,prior,5,4,17,11.0
2037811,116212,prior,6,6,13,2.0
1050208,116212,prior,7,3,16,4.0
1894836,116212,prior,8,6,14,3.0
2974505,116212,prior,9,1,18,2.0
1441961,116212,prior,10,6,16,5.0
832592,116212,prior,11,3,17,4.0
1846892,116212,prior,12,2,17,6.0
1818648,116212,prior,13,5,19,3.0
1579146,116212,prior,14,2,17,4.0
657330,116212,prior,15,3,23,15.0
931643,116212,prior,16,5,18,9.0
3035775,116212,prior,17,4,20,6.0
2666240,116212,prior,18,0,13,3.0
1622535,116212,prior,19,3,16,3.0
218689,116212,prior,20,5,8,2.0
973225,116212,prior,21,4,8,6.0
283422,116212,prior,22,4,16,0.0
2684642,116212,prior,23,0,15,3.0
2364238,116212,prior,24,1,17,8.0
1585048,116212,prior,25,0,9,6.0
3398660,116212,prior,26,6,11,6.0
3148919,116212,prior,27,5,15,6.0
343020,116212,prior,28,6,11,8.0
1258240,116212,prior,29,4,18,5.0
2271761,116212,prior,30,6,14,16.0
62046,116212,prior,31,6,19,7.0
704416,116212,prior,32,4,20,12.0
515152,116212,prior,33,4,17,7.0
746909,116212,prior,34,0,18,17.0
1682779,116212,prior,35,4,10,4.0
742386,116212,prior,36,3,16,6.0
1701930,116212,prior,37,0,13,4.0
3143382,116212,prior,38,4,15,4.0
2642176,116212,prior,39,0,17,3.0
889493,116212,prior,40,5,9,5.0
2722818,116212,prior,41,5,11,21.0
331073,116212,prior,42,1,19,17.0
669964,116212,prior,43,5,18,4.0
1345612,116212,prior,44,1,12,17.0
313856,116212,prior,45,1,17,7.0
2452135,116212,prior,46,6,12,5.0
2554156,116212,prior,47,3,18,11.0
1392171,116212,prior,48,5,17,2.0
2270293,116212,prior,49,5,19,0.0
3134645,116212,prior,50,3,17,5.0
1371324,116212,prior,51,6,11,10.0
1588094,116212,prior,52,0,16,1.0
3162713,116212,prior,53,0,16,7.0
3292013,116212,train,54,6,18,13.0
2246897,116237,prior,1,5,12,
2141055,116237,prior,2,2,19,4.0
2499334,116237,prior,3,5,14,17.0
2501086,116237,prior,4,0,9,16.0
3157230,116237,prior,5,0,17,30.0
1144519,116237,train,6,4,9,30.0
1634971,116264,prior,1,0,18,
2228047,116264,prior,2,0,12,30.0
1206530,116264,prior,3,0,20,14.0
2940234,116264,train,4,6,14,30.0
3064967,116275,prior,1,5,18,
2056804,116275,prior,2,0,14,2.0
2906830,116275,prior,3,3,14,17.0
170435,116275,prior,4,1,9,26.0
486623,116275,train,5,2,16,22.0
2271344,116291,prior,1,0,12,
1823375,116291,prior,2,2,9,9.0
583130,116291,prior,3,6,18,4.0
581373,116291,prior,4,1,10,9.0
2971041,116291,prior,5,0,14,6.0
1153353,116291,prior,6,0,10,7.0
851059,116291,prior,7,0,15,7.0
2993352,116291,prior,8,0,11,14.0
2708053,116291,prior,9,0,9,14.0
1049294,116291,prior,10,0,14,7.0
3222514,116291,prior,11,0,9,7.0
3041656,116291,prior,12,0,10,7.0
2232627,116291,prior,13,0,15,14.0
3001109,116291,prior,14,0,11,7.0
898402,116291,prior,15,0,10,7.0
2761726,116291,prior,16,0,9,7.0
2511535,116291,prior,17,0,16,21.0
1854547,116291,prior,18,1,13,8.0
309773,116291,prior,19,0,19,6.0
3147145,116291,prior,20,0,11,7.0
1984176,116291,prior,21,0,10,14.0
3390953,116291,prior,22,1,10,8.0
2595758,116291,prior,23,0,9,6.0
2425468,116291,prior,24,0,11,7.0
709952,116291,prior,25,0,9,7.0
3240463,116291,prior,26,0,14,7.0
1672233,116291,prior,27,0,13,7.0
2873913,116291,prior,28,0,16,7.0
1549919,116291,prior,29,0,12,7.0
1282472,116291,prior,30,1,7,8.0
1934856,116291,prior,31,0,9,6.0
2365761,116291,train,32,6,14,6.0
2864489,116297,prior,1,5,19,
727340,116297,prior,2,2,13,4.0
60950,116297,prior,3,1,16,6.0
2780940,116297,prior,4,4,17,3.0
412479,116297,prior,5,1,16,4.0
111301,116297,prior,6,6,16,12.0
1109364,116297,prior,7,5,0,6.0
2250047,116297,prior,8,1,16,3.0
1660976,116297,prior,9,5,20,4.0
1680126,116297,prior,10,4,22,6.0
2147679,116297,prior,11,3,19,13.0
175598,116297,prior,12,4,20,8.0
3214563,116297,train,13,4,12,7.0
2274216,116317,prior,1,4,14,
1586366,116317,prior,2,6,11,2.0
1100249,116317,prior,3,6,23,7.0
3085350,116317,prior,4,0,10,8.0
2429007,116317,prior,5,0,16,0.0
1015579,116317,prior,6,6,17,13.0
2789577,116317,prior,7,0,9,15.0
776865,116317,prior,8,0,11,0.0
2245990,116317,prior,9,6,15,6.0
2381696,116317,prior,10,1,11,2.0
26283,116317,prior,11,0,18,6.0
113272,116317,prior,12,0,9,7.0
2704889,116317,prior,13,4,14,4.0
1077588,116317,prior,14,6,8,2.0
1473916,116317,prior,15,4,9,5.0
1944993,116317,prior,16,6,7,2.0
1306558,116317,prior,17,4,11,5.0
2411267,116317,prior,18,1,18,4.0
1718323,116317,prior,19,1,16,14.0
332742,116317,prior,20,5,16,4.0
1439779,116317,prior,21,0,8,2.0
3129310,116317,prior,22,5,11,5.0
157404,116317,prior,23,3,7,12.0
599536,116317,prior,24,2,17,6.0
545074,116317,prior,25,5,14,10.0
1118522,116317,prior,26,5,17,14.0
969502,116317,prior,27,5,10,14.0
1639639,116317,prior,28,0,18,2.0
2572555,116317,prior,29,5,11,5.0
2522066,116317,prior,30,2,9,4.0
2229531,116317,prior,31,2,9,7.0
1531063,116317,prior,32,5,11,3.0
251606,116317,prior,33,2,11,4.0
432186,116317,prior,34,5,11,3.0
2977479,116317,prior,35,6,17,15.0
323203,116317,prior,36,4,11,5.0
234548,116317,prior,37,5,12,15.0
46658,116317,prior,38,4,11,6.0
3003627,116317,prior,39,6,8,2.0
3012621,116317,prior,40,2,17,10.0
134504,116317,prior,41,5,13,17.0
175316,116317,prior,42,0,13,16.0
2291773,116317,prior,43,1,8,15.0
1744888,116317,prior,44,0,11,13.0
3296436,116317,prior,45,4,11,4.0
2724619,116317,prior,46,6,12,9.0
1227743,116317,prior,47,1,17,2.0
1666443,116317,prior,48,2,17,8.0
1431126,116317,prior,49,1,11,6.0
1954504,116317,prior,50,6,14,12.0
3313170,116317,train,51,3,15,11.0
122104,116401,prior,1,4,21,
2521767,116401,prior,2,4,13,7.0
898576,116401,prior,3,3,10,13.0
459379,116401,prior,4,1,21,5.0
2564428,116401,prior,5,0,9,6.0
1803726,116401,prior,6,1,8,1.0
2755013,116401,prior,7,5,21,4.0
3199384,116401,prior,8,4,21,6.0
1628952,116401,prior,9,5,21,8.0
1359278,116401,prior,10,4,8,6.0
2370702,116401,prior,11,3,9,6.0
1411795,116401,prior,12,0,9,4.0
1918339,116401,prior,13,4,22,4.0
2596528,116401,prior,14,3,20,6.0
823548,116401,prior,15,1,20,5.0
2619350,116401,prior,16,3,9,9.0
261874,116401,prior,17,0,8,4.0
2504117,116401,prior,18,6,7,6.0
1992063,116401,prior,19,5,20,6.0
1322388,116401,prior,20,6,9,8.0
1578474,116401,prior,21,0,9,8.0
920305,116401,prior,22,1,7,8.0
12890,116401,prior,23,5,21,4.0
3402927,116401,prior,24,1,21,3.0
1314288,116401,prior,25,5,21,11.0
1421055,116401,prior,26,6,8,15.0
468495,116401,prior,27,2,21,3.0
1776917,116401,prior,28,0,20,5.0
2025685,116401,prior,29,6,10,6.0
2835436,116401,prior,30,4,7,5.0
35645,116401,prior,31,2,8,5.0
2927037,116401,prior,32,6,9,4.0
1517336,116401,prior,33,5,11,6.0
2570685,116401,prior,34,2,8,4.0
2009620,116401,prior,35,0,20,5.0
2436723,116401,prior,36,5,10,5.0
313840,116401,prior,37,4,9,6.0
769767,116401,prior,38,1,10,18.0
852806,116401,prior,39,0,12,6.0
150109,116401,prior,40,6,9,6.0
2651632,116401,prior,41,5,22,6.0
1241698,116401,prior,42,3,18,5.0
2167648,116401,prior,43,6,11,3.0
1134816,116401,prior,44,1,17,2.0
1635426,116401,train,45,3,8,2.0
284688,116539,prior,1,5,16,
2693436,116539,prior,2,6,15,1.0
2226185,116539,prior,3,5,16,6.0
2887824,116539,prior,4,5,9,7.0
2590021,116539,prior,5,2,12,4.0
2128351,116539,prior,6,5,14,3.0
2889969,116539,prior,7,2,13,4.0
701713,116539,prior,8,5,11,3.0
2857025,116539,prior,9,1,9,3.0
1854271,116539,prior,10,2,9,1.0
704400,116539,prior,11,5,19,3.0
2985655,116539,prior,12,2,12,4.0
1380333,116539,prior,13,3,13,1.0
2444381,116539,prior,14,0,8,4.0
2991544,116539,prior,15,2,10,2.0
263439,116539,prior,16,5,15,3.0
2764622,116539,prior,17,2,8,4.0
951611,116539,prior,18,1,14,6.0
1835812,116539,prior,19,1,9,7.0
377832,116539,prior,20,0,14,13.0
479499,116539,prior,21,1,8,8.0
1763394,116539,train,22,4,13,3.0
2564169,116579,prior,1,0,15,
1996235,116579,prior,2,1,18,30.0
2675034,116579,prior,3,0,16,27.0
2211961,116579,prior,4,5,18,12.0
1004931,116579,prior,5,0,17,16.0
2721427,116579,prior,6,6,15,13.0
2107267,116579,prior,7,5,21,20.0
581420,116579,prior,8,0,11,2.0
1625522,116579,prior,9,5,20,30.0
1923889,116579,prior,10,0,13,9.0
1498546,116579,prior,11,0,17,30.0
479274,116579,prior,12,2,19,9.0
602751,116579,train,13,0,12,30.0
2922442,116608,prior,1,0,10,
1665210,116608,prior,2,4,10,4.0
2827772,116608,prior,3,1,13,25.0
169074,116608,prior,4,1,17,0.0
1329186,116608,prior,5,0,13,20.0
337679,116608,prior,6,0,10,14.0
2047942,116608,prior,7,2,9,23.0
1431137,116608,prior,8,0,11,12.0
2546130,116608,prior,9,0,13,14.0
1433081,116608,prior,10,1,14,15.0
2531403,116608,prior,11,0,11,13.0
3193454,116608,prior,12,2,12,16.0
1363859,116608,prior,13,0,21,12.0
2318979,116608,prior,14,0,13,30.0
3296083,116608,prior,15,1,11,29.0
2126609,116608,prior,16,0,16,13.0
2215389,116608,prior,17,0,9,30.0
835424,116608,prior,18,0,13,14.0
3272250,116608,prior,19,0,18,28.0
2736554,116608,train,20,0,12,21.0
3225248,116674,prior,1,1,12,
637577,116674,prior,2,3,15,2.0
2127285,116674,prior,3,1,9,5.0
1286848,116674,prior,4,3,12,2.0
842568,116674,prior,5,1,6,5.0
1426891,116674,prior,6,5,9,4.0
2656792,116674,prior,7,6,15,8.0
1624001,116674,prior,8,3,12,4.0
85780,116674,prior,9,0,15,4.0
3317247,116674,prior,10,6,13,6.0
3334273,116674,prior,11,3,11,4.0
1694857,116674,prior,12,5,13,2.0
83360,116674,prior,13,4,11,6.0
1216523,116674,prior,14,0,13,10.0
2443822,116674,prior,15,3,14,30.0
2345762,116674,prior,16,0,17,4.0
1044272,116674,prior,17,2,12,2.0
2235192,116674,prior,18,0,10,12.0
464553,116674,prior,19,2,18,2.0
2534523,116674,prior,20,0,18,5.0
3161226,116674,prior,21,2,18,9.0
289869,116674,prior,22,3,14,1.0
1183942,116674,prior,23,1,14,5.0
1298456,116674,prior,24,1,16,0.0
1593149,116674,prior,25,1,17,7.0
685483,116674,prior,26,3,12,2.0
3329109,116674,prior,27,5,18,16.0
3284907,116674,prior,28,1,6,3.0
3101336,116674,prior,29,4,12,3.0
687423,116674,prior,30,1,9,4.0
1741401,116674,train,31,1,20,7.0
3119889,116831,prior,1,1,17,
561254,116831,prior,2,1,20,30.0
652628,116831,prior,3,0,18,6.0
3037308,116831,prior,4,3,17,10.0
